Zip,Longitude,Latitude
30531.0,-83.54118000000001,34.514215
20521.0,-77.014647,38.893311
20557.0,-77.004663,38.887405
23176.0,-76.41631,37.571789
16830.0,-78.43838000000001,41.026239000000004
16876.0,-78.28886,40.960106
11707.0,-72.637078,40.922326
12442.0,-74.23418000000001,42.222061
13334.0,-75.65482,42.83917
13626.0,-75.72941999999999,43.859025
24620.0,-82.02317,37.409883
25521.0,-81.98991,38.238045
34489.0,-82.097163,29.215153000000004
17866.0,-76.56393,40.791328
17882.0,-77.20537,40.801614
18466.0,-75.36779,41.19012
19173.0,-75.11787,40.001811
28039.0,-80.44593,35.677889
28206.0,-80.82748000000001,35.248292
28282.0,-80.84474300000001,35.224242
96778.0,-154.9266,19.494625
97298.0,-123.114725,45.548615999999996
97538.0,-123.54778,42.259678
98520.0,-123.81923,46.972965
98579.0,-123.08646999999999,46.814438
93701.0,-119.78872,36.749444
94295.0,-121.444429,38.377410999999995
16601.0,-78.40082,40.526319
17301.0,-76.98359,39.891548
19420.0,-75.45671899999999,40.152871000000005
32503.0,-87.20727,30.447996999999997
36268.0,-85.94756,33.511790000000005
24292.0,-81.59154000000001,36.59565
26267.0,-80.07907,38.912609
27341.0,-79.71018000000001,35.53332
8887.0,-74.79632,40.525361
71284.0,-91.21645799999999,32.341594
71423.0,-92.54954000000001,31.563093
71443.0,-93.361238,31.1019
48226.0,-83.04888000000001,42.331821000000005
48503.0,-83.69291,43.011227000000005
49756.0,-84.30787,44.839929
50675.0,-92.4828,42.193577000000005
78650.0,-97.23563,30.283941
80402.0,-105.223945,39.522014
83121.0,-110.53743,41.814384999999994
92693.0,-117.564,33.555323
93140.0,-119.848555,34.262834000000005
93255.0,-118.01701000000001,35.666835
75010.0,-96.89328,33.030556
76054.0,-97.17681,32.858398
68743.0,-96.60668000000001,42.460155
85268.0,-111.72851999999999,33.604811
45841.0,-83.73199,40.881217
65047.0,-92.58331,38.14008
67102.0,-96.75924,37.043519
67954.0,-101.61909,37.163412
68792.0,-97.14372,42.749481
75961.0,-94.60338,31.626011
76452.0,-98.40613,31.758351
76855.0,-99.85837,31.333614
80235.0,-105.08431000000002,39.648328
80620.0,-104.70357,40.378019
81001.0,-104.57029,38.282872
83401.0,-111.98136000000001,43.528890999999994
85292.0,-110.72198,32.945838
57481.0,-98.62274000000001,45.663385
58723.0,-100.69256999999999,47.785232
78349.0,-98.29796999999999,27.316167
79381.0,-101.76906,33.327782
63626.0,-90.64229,38.053566
23290.0,-77.493157,37.524246000000005
23486.0,-75.810482,37.518917
24069.0,-79.64194,36.586545
15773.0,-78.73335,40.628368
16665.0,-78.43508,40.393223
16927.0,-77.67187,41.958059000000006
30746.0,-85.02481999999999,34.574804
32830.0,-81.505894,28.385548999999997
33756.0,-82.78702,27.944631
20868.0,-76.96372,39.127028
21849.0,-75.45574,38.363057
22218.0,-77.11295,38.880811
17570.0,-76.56991,40.129494
17942.0,-76.229623,40.722587
18456.0,-75.33971,41.606184999999996
18834.0,-75.72077,41.853082
18921.0,-75.10278000000001,40.328645
19134.0,-75.11116,39.991712
29164.0,-81.40845,33.659078
54020.0,-92.64222,45.299735
55125.0,-92.94234,44.921982
56039.0,-94.33773000000001,43.680519
39072.0,-90.39715699999999,32.311287
39154.0,-90.45709000000001,32.230592
8817.0,-74.39754,40.516104
10965.0,-74.01734,41.063328999999996
12151.0,-73.79363000000001,42.932326
12195.0,-73.474809,42.479384
18216.0,-75.91493,40.931187
2169.0,-70.99593,42.250739
2375.0,-71.10191,42.029749
2639.0,-70.13348,41.661115
77590.0,-94.91759,29.395283000000003
78013.0,-98.91084000000001,29.972472999999997
68832.0,-98.38794,40.763643
42046.0,-88.092285,36.6033
43652.0,-83.43943,41.686778000000004
62611.0,-90.39331999999999,39.883346
70005.0,-90.13398000000001,29.999453000000003
71048.0,-92.85568,32.830135
26865.0,-78.49655,39.199856
28007.0,-80.10965,35.104652
54964.0,-88.72654,43.923140999999994
56011.0,-93.76906,44.616113
19318.0,-75.811789,39.852406
21241.0,-76.620489,39.284707
50167.0,-94.04659000000001,41.750745
80202.0,-104.99699,39.751585999999996
84305.0,-112.0433,41.938629
85382.0,-112.24838000000001,33.689869
93465.0,-120.72428000000001,35.54464
94160.0,-122.727802,37.784827
94164.0,-122.727802,37.784827
95383.0,-120.23002,38.055888
95665.0,-120.64952,38.40097
79917.0,-106.29998700000002,31.694841999999998
90301.0,-118.35868,33.955913
60974.0,-87.73137,40.710295
62001.0,-89.74886,38.884434000000006
92543.0,-116.97401,33.73542
92837.0,-117.769442,33.640302
14617.0,-77.59721,43.223213
15238.0,-79.86744,40.518701
21767.0,-77.74514,39.697894
2886.0,-71.45119,41.705478
3648.0,-72.135352,43.630276
4981.0,-68.85667,44.499082
5061.0,-72.5731,43.928369
5648.0,-72.49509,44.375726
19488.0,-75.74805500000001,39.983153
19524.0,-75.858731,40.248684000000004
982.0,-65.99313000000001,18.409345000000002
37407.0,-85.28673,35.000825
38704.0,-90.918503,33.253401000000004
38912.0,-90.053958,33.65497
30415.0,-81.62339,32.3456
31525.0,-81.49831999999999,31.260995
32798.0,-81.5754,28.716922999999998
43719.0,-81.0763,40.009383
43748.0,-82.30228000000001,39.710863
47649.0,-87.44275,38.343295
35576.0,-88.10835,33.581134999999996
36535.0,-87.69615999999999,30.396876000000002
37367.0,-85.17161,35.635096999999995
27107.0,-80.18998,36.046215000000004
24324.0,-80.79309,36.973028
41132.0,-82.83496,38.251159
43506.0,-84.55459,41.471569
28584.0,-77.10614,34.69771
29325.0,-81.86761,34.470115
95965.0,-121.58923,39.558586
97844.0,-119.51737,45.886463
83429.0,-111.36631000000001,44.490674
78148.0,-98.29936,29.550223
78588.0,-98.46845,26.720155
65777.0,-91.98863,36.524268
67050.0,-97.68539,37.663743
67645.0,-99.91904,39.609655
56522.0,-96.40019000000001,46.130213
58405.0,-98.69955300000001,46.913344
60025.0,-87.81922,42.07672
50278.0,-93.29673000000001,42.158865999999996
50569.0,-94.1494,42.417893
52156.0,-91.45841999999999,43.051922
51530.0,-95.42761,41.77364
51656.0,-95.156217,40.737446000000006
53009.0,-88.494357,43.76983
55381.0,-94.18802,44.904987
30263.0,-84.82536,33.38779
30384.0,-84.47405,33.844371
30728.0,-85.25824,34.696201
31714.0,-83.66519,31.709742
33315.0,-80.15422,26.094385
33994.0,-81.94861,26.552895
34209.0,-82.62737,27.488865999999998
47261.0,-85.491788,39.292004
37050.0,-87.63158,36.373626
15665.0,-79.66646,40.333339
17265.0,-77.79113000000001,40.035958
17585.0,-76.211427,40.048398
19511.0,-75.7393,40.48773
8406.0,-74.48192,39.342299
29520.0,-79.92315,34.68862
29615.0,-82.31739,34.866801
11716.0,-73.11376,40.770042
12719.0,-74.92694,41.480326
23435.0,-76.46521,36.84882
24550.0,-79.28268,37.237928000000004
25918.0,-81.00561,37.712469
27028.0,-80.57143,35.920477000000005
27049.0,-80.65578599999999,36.551332
95655.0,-121.28737,38.558073
91189.0,-118.29866200000001,33.786594
93099.0,-119.1343,34.032383
98604.0,-122.51789,45.791345
87413.0,-107.87907,36.579374
2382.0,-70.93734,42.08235
2719.0,-70.8814,41.634152
62676.0,-89.923215,39.128248
79370.0,-100.89669,33.478848
71226.0,-92.45283,32.277815999999994
72542.0,-91.48573,36.303556
72686.0,-92.90985,35.747153999999995
72927.0,-93.97531,35.105965999999995
83355.0,-114.71025,42.76079
83641.0,-116.57555,43.370358
84307.0,-112.30373,41.535714
60139.0,-88.07891,41.920228
60438.0,-87.54819,41.565684999999995
68636.0,-98.13311,42.009215999999995
66532.0,-95.36776,39.8202
55723.0,-92.77077,47.854987
39478.0,-89.85553,31.054236
49041.0,-85.52985799999999,42.245412
61107.0,-89.03347,42.280019
58072.0,-98.02374,46.934311
59333.0,-106.21373999999999,46.271871999999995
35283.0,-86.929208,33.544622
42163.0,-86.143188,37.09425
49157.0,-85.298079,44.215509999999995
43735.0,-82.12173,39.851515
44403.0,-80.58346,41.239987
50581.0,-94.53114000000001,42.842110999999996
33850.0,-81.72758,28.092512
35259.0,-86.929208,33.544622
35593.0,-88.06745,34.369264
40118.0,-85.75362,38.106134999999995
40371.0,-83.61146,38.087866999999996
13479.0,-75.271559,43.053769
15564.0,-78.844105,39.729896000000004
15944.0,-79.0772,40.371165000000005
17052.0,-77.9779,40.338058000000004
30747.0,-85.32928000000001,34.489847999999995
31754.0,-85.07534,31.860476000000002
32746.0,-81.33991999999999,28.758133
33801.0,-81.92392,28.041197999999998
23178.0,-76.46089,37.400287
10072.0,-73.977182,40.780751
10166.0,-73.976238,40.754591
10998.0,-74.54593,41.334034
21623.0,-75.96706999999999,39.123235
29336.0,-81.96902,34.888237
29348.0,-81.96902,34.888237
11560.0,-73.59416999999999,40.881957
18355.0,-75.36259,41.074757
36538.0,-88.14188,31.646086999999998
37322.0,-84.80741,35.503723
43081.0,-82.91606,40.109513
27105.0,-80.23423000000001,36.147887
44398.0,-81.53999,41.128705
46731.0,-85.0974,40.793562
33659.0,-82.338911,27.894362
2875.0,-71.63877,41.447642
4630.0,-67.3786,44.753992
6053.0,-72.7908,41.686949
714.0,-66.05552,17.987288
2126.0,-71.09425999999999,42.272098
14150.0,-78.8631,43.001907
30339.0,-84.46615,33.87507
32361.0,-83.98881999999999,30.357761
32634.0,-82.27648,29.350890000000003
33523.0,-82.19736,28.433019
33706.0,-82.75179,27.741505
24605.0,-81.3367,37.222547999999996
25444.0,-78.52587,39.412828000000005
26280.0,-80.0,38.736144
18465.0,-75.50841,41.839349
12197.0,-74.72400999999999,42.610314
13147.0,-76.57045,42.774714
28519.0,-77.01969,35.120742
26561.0,-80.666712,39.575518
82937.0,-110.36623999999999,41.399751
64070.0,-94.15315,38.895469
64471.0,-94.19587,40.264749
75075.0,-96.74038,33.024721
68118.0,-96.17108,41.263194
79080.0,-101.22476999999999,35.655035
70059.0,-90.0901,29.677893
90845.0,-118.29866200000001,33.786594
92114.0,-117.0542,32.706953999999996
98144.0,-122.30081000000001,47.585770000000004
98833.0,-120.47681000000001,48.634796
95692.0,-121.43496999999999,39.030716
95826.0,-121.37491999999999,38.550098
93458.0,-120.45243,34.956344
61866.0,-88.15575,40.307065
77046.0,-95.43131,29.733181
77581.0,-95.26982,29.562179999999998
67149.0,-97.62031,37.538257
57231.0,-97.57441999999999,44.374289000000005
74061.0,-95.90865,36.533868
82412.0,-108.53415,44.794477
75712.0,-95.28990300000001,32.411237
75756.0,-95.60507,32.306045000000005
85225.0,-111.83063999999999,33.316349
86508.0,-109.07847,35.325261
87579.0,-105.56045,36.160484000000004
93215.0,-119.23371000000002,35.774967
94973.0,-122.63914,38.007639000000005
98587.0,-124.25814,47.32251
98639.0,-121.97166999999999,45.650040999999995
4327.0,-69.804077,44.09156
4747.0,-68.27004000000001,46.004523
5452.0,-73.09376,44.501991
6410.0,-72.90489000000001,41.507049
2769.0,-71.26115,41.835066999999995
54875.0,-91.67526,45.947509000000004
55018.0,-93.00089,44.422975
37421.0,-85.15939,35.028574
46904.0,-86.11894000000001,40.469625
5155.0,-72.84496999999999,43.158484
6074.0,-72.56076,41.836665
15242.0,-80.024817,40.434436
17010.0,-76.5806,40.280149
23101.0,-77.892964,37.553314
60697.0,-87.68732,41.811929
23297.0,-77.561266,37.389721
62464.0,-87.83962700000001,38.98981
58370.0,-98.86913,47.994378999999995
72536.0,-91.75644,36.155896999999996
73644.0,-99.41658000000001,35.405935
74330.0,-95.25511999999999,36.434328
30354.0,-84.39681999999999,33.658834000000006
80454.0,-105.26071,39.631254
37774.0,-84.33069,35.725969
39731.0,-88.57968000000001,33.230508
72314.0,-90.67733100000001,35.357184000000004
44022.0,-81.39232,41.43932
72774.0,-94.19660999999999,35.896307
53803.0,-90.36783,42.563769
54565.0,-90.4354,46.309371
54757.0,-91.52127,45.235611
54936.0,-88.522984,43.740559000000005
55054.0,-93.35426700000001,44.571056
62248.0,-89.961825,38.299507
29260.0,-80.970766,34.005992
42104.0,-86.44751,36.930527000000005
43115.0,-83.17383000000001,39.501913
44333.0,-81.61948000000001,41.144661
34101.0,-81.38719,25.855534
39067.0,-89.46704,33.127907
23025.0,-76.37304,37.422209
23228.0,-77.48895999999999,37.621745000000004
23541.0,-76.23971999999999,36.931166
28386.0,-79.12266,34.851865000000004
32971.0,-80.57255699999999,27.709049
73834.0,-99.5897,36.851116
75294.0,-96.777626,32.767268
81422.0,-108.68078999999999,38.296229
82242.0,-104.12045,42.706475
84133.0,-111.889319,40.769046
85262.0,-111.8708,33.798581
93308.0,-119.00896000000002,35.487491
93611.0,-119.66107,36.840057
94131.0,-122.4378,37.741797
94249.0,-121.444429,38.377410999999995
96062.0,-122.10148000000001,40.577799
97378.0,-123.40786999999999,45.089532
15555.0,-79.087198,40.091429
16662.0,-78.31987,40.306709000000005
16940.0,-77.24667,41.978436
17212.0,-78.06336999999999,39.81231
8835.0,-74.59222,40.538903000000005
12771.0,-74.66315,41.374734000000004
12810.0,-73.89151,43.484741
13350.0,-74.9846,43.038149
24513.0,-79.133546,37.245798
22720.0,-77.64361,38.474222
13655.0,-74.67374000000001,44.981840000000005
3266.0,-71.87952,43.806365
76503.0,-97.320306,31.053986
77015.0,-95.18118,29.778526
77550.0,-94.79316,29.298447999999997
78041.0,-99.49233000000001,27.542244
80720.0,-103.18361999999999,40.124199
83215.0,-112.81316000000001,43.442617999999996
83554.0,-116.26936,45.717554
96720.0,-155.09842,19.713562
97368.0,-123.91181999999999,45.009935
97877.0,-118.2229,44.744446
98622.0,-122.520347,45.801586
89009.0,-114.97206100000001,35.927901
89047.0,-117.64225,37.751386
89412.0,-119.356505,40.652505
99124.0,-118.95248000000001,47.998468
99554.0,-164.65455,62.683391
28772.0,-82.84253000000001,35.139812
29708.0,-80.99427,35.040969
31069.0,-83.73541,32.460791
36801.0,-85.39917,32.660497
38124.0,-89.971538,35.201738
47163.0,-85.66830999999999,38.544512
47488.0,-86.163826,39.246268
4033.0,-70.470703,44.408078
23191.0,-76.508402,37.418242
23834.0,-77.40438,37.265403000000006
23839.0,-76.92155,37.079298
25140.0,-81.48001,37.883223
18221.0,-75.90569,41.004017
18825.0,-75.59506,41.822157000000004
19115.0,-75.04118000000001,40.09261
30663.0,-83.61157,33.614556
15612.0,-79.59033000000001,40.136883000000005
6520.0,-72.92750699999999,41.365709
93110.0,-119.76788,34.439578999999995
95005.0,-122.08523999999998,37.084346999999994
95337.0,-121.23578,37.782332000000004
98932.0,-120.1843,46.345166
87184.0,-106.672872,35.044339
87537.0,-106.17472,36.094021000000005
37048.0,-86.59963,36.491753
62549.0,-88.87171,39.777116
63453.0,-91.87248000000001,40.489269
63534.0,-92.63582,39.7418
63834.0,-89.31308,36.915335
81658.0,-106.49731399999999,39.624171000000004
70718.0,-90.868876,30.201003999999998
71748.0,-92.647817,33.97547
72118.0,-92.30229,34.813269
78011.0,-98.71951,28.795637
83547.0,-116.35695,45.291282
66075.0,-94.70142,38.184882
54931.0,-88.464873,44.416326
48164.0,-83.38785,42.128069
48444.0,-83.06067,43.038967
49245.0,-84.80789,42.147222
50001.0,-93.41494,41.363615
50128.0,-94.29981,41.855913
38824.0,-88.63051,34.511249
39569.0,-88.63448199999999,30.441072
40078.0,-85.12572,37.840066
43430.0,-83.37071999999999,41.523309000000005
44618.0,-81.68623000000001,40.787827
45418.0,-84.2734,39.716161
45789.0,-81.256,39.551002000000004
46507.0,-85.81792,41.725061
36869.0,-85.04512,32.433065
37018.0,-86.1669,35.642796999999995
37041.0,-87.377197,36.477428
52809.0,-90.606284,41.613034000000006
39330.0,-88.83866,32.170432
61132.0,-89.170527,42.325364
62903.0,-89.41583100000001,37.758646
72827.0,-93.71110999999999,34.832089
74052.0,-96.5794,36.084210999999996
78701.0,-97.74103000000001,30.27127
79541.0,-99.84483,32.151983
79560.0,-100.1998,32.684028999999995
80230.0,-104.89627,39.721763
80836.0,-102.59745,39.29782
81290.0,-105.106881,38.358421
74570.0,-96.09233,34.858090999999995
76067.0,-98.10707,32.810275
76476.0,-97.93959,32.387648
76561.0,-97.52946,31.430322999999998
64640.0,-93.96536,39.912973
19429.0,-75.35585999999999,40.211896
13788.0,-74.66452,42.368357
14717.0,-78.19335,42.370740000000005
25846.0,-81.15174,37.927809
27103.0,-80.30733000000001,36.066545
30145.0,-84.97801,34.237986
30671.0,-83.18538000000001,33.748344
31719.0,-84.25266500000001,32.085491
32724.0,-81.27927,29.039757
32757.0,-81.64475,28.786271999999997
36035.0,-86.14489,31.756985999999998
36776.0,-87.7417,32.739090999999995
38844.0,-88.24591,33.885239
38954.0,-90.21318000000001,33.417028
45814.0,-83.64338000000001,40.892253000000004
47369.0,-85.14636999999999,40.495878999999995
53932.0,-89.05837,43.407179
54022.0,-92.61729,44.854636
47851.0,-87.24535999999999,39.573663
50210.0,-93.71388,41.193148
52206.0,-91.86755,41.993798999999996
52760.0,-91.08369,41.57371
41351.0,-83.70490799999999,37.398617
43014.0,-82.26422,40.470806
13459.0,-74.58404,42.774077
14642.0,-77.684264,43.286024
15323.0,-80.40715,40.114204
20711.0,-76.67236,38.808840000000004
21105.0,-76.65069,39.712453000000004
8629.0,-74.73334,40.219358
10986.0,-73.98676,41.271543
29730.0,-81.0125,34.914611
11763.0,-72.98375,40.820786
12139.0,-74.56971999999999,43.40276
12509.0,-73.847176,41.643599
17560.0,-76.21546,39.915209000000004
17839.0,-76.438413,41.020062
18045.0,-75.26722,40.681531
76066.0,-98.00165,32.715412
81062.0,-103.92275,38.193937
85670.0,-109.754263,31.880077000000004
13503.0,-75.231158,43.101869
16020.0,-79.90816,41.109359999999995
2815.0,-71.67009,41.777861
4461.0,-68.62199,44.956776
4546.0,-69.749812,43.767018
7032.0,-74.13718,40.763051000000004
20690.0,-76.53284000000001,38.165432
22454.0,-76.81298000000001,37.854791
75459.0,-96.63523,33.518978999999995
75904.0,-94.76295,31.339890999999998
77289.0,-95.434241,29.833990000000004
84719.0,-112.81081,37.663896
91077.0,-118.29866200000001,33.786594
92840.0,-117.93406,33.785166
24639.0,-81.89068,37.136584
25053.0,-81.86081999999999,38.05738
13135.0,-76.31339,43.235915999999996
659.0,-66.80039000000001,18.432956
1094.0,-72.140846,42.358201
2361.0,-70.701357,41.970473999999996
26425.0,-79.68441999999999,39.320034
41660.0,-82.64374000000001,37.428801
43623.0,-83.64363,41.707648999999996
68041.0,-96.47719000000001,41.220909999999996
68783.0,-98.12001,42.620877
58418.0,-99.63946,47.42157
62069.0,-89.73423000000001,39.077557
37618.0,-82.22998,36.469605
98665.0,-122.66712,45.681271
97002.0,-122.79749,45.234609000000006
97233.0,-122.49985,45.513242
71242.0,-91.398944,32.823879999999996
76857.0,-98.95325,31.917862
76878.0,-99.2959,31.722813000000002
77478.0,-95.62444,29.627737
77834.0,-96.290358,30.231333000000003
92583.0,-116.95125,33.788491
80940.0,-104.562027,38.824690000000004
74956.0,-94.72058,35.122751
84073.0,-110.46935,40.352343
84316.0,-112.45965,41.773176
86054.0,-110.65071999999999,36.630103000000005
65707.0,-93.84181,37.220289
87028.0,-106.8053,34.348859999999995
89510.0,-119.71313,39.87107
73647.0,-99.1744,35.45544
46360.0,-86.87902,41.707539000000004
46614.0,-86.24804,41.626588
40813.0,-83.60248,36.737835
38860.0,-88.76008,33.976464
62856.0,-88.941665,37.994296000000006
62957.0,-89.43066,37.305331
64436.0,-94.69403,39.850535
56127.0,-94.77431999999999,43.556667
58017.0,-97.80989,46.059065999999994
52171.0,-92.05255,43.068101
49221.0,-84.04585,41.900927
49336.0,-85.43184000000001,43.494361
50525.0,-93.7385,42.738313
2840.0,-71.31262,41.488002
4495.0,-68.37661999999999,45.484389
14301.0,-79.03925,43.096555
15480.0,-79.77879,39.987054
16121.0,-80.49404,41.211606
23487.0,-76.73506,36.828408
25040.0,-81.24499,38.12563
19951.0,-75.23286,38.682345
20277.0,-77.014647,38.893311
22334.0,-77.09005,38.815762
22606.0,-77.329674,38.112139
27230.0,-79.879711,35.802758000000004
27233.0,-79.69566,35.911978999999995
13082.0,-75.9619,43.099546999999994
76683.0,-97.179773,31.503891999999997
76841.0,-100.09843000000001,30.834326
78827.0,-99.76064000000001,28.442080999999998
51451.0,-94.69246,42.184034999999994
55408.0,-93.28742,44.947515
59212.0,-104.19036,48.1154
59902.0,-114.14353100000001,48.189424
60465.0,-87.82977,41.699432
65775.0,-91.87408,36.719145000000005
70065.0,-90.25133000000001,30.022853
70185.0,-89.882564,30.032996999999998
71751.0,-92.77116,33.397936
72068.0,-91.70833,35.169853
57443.0,-98.317734,45.697865
63859.0,-90.031801,36.267961
73773.0,-97.90335,36.273144
75105.0,-96.37917,32.241963
75615.0,-94.783493,32.51121
31744.0,-83.90937,31.325003999999996
32229.0,-81.68310699999999,30.34494
32571.0,-87.16724,30.627637
32706.0,-81.23654,28.965590999999996
21713.0,-77.66056,39.521507
16341.0,-79.53851999999999,41.560056
22640.0,-78.13578000000001,38.808303
49080.0,-85.61256,42.462934999999995
84038.0,-111.3702,41.797569
86413.0,-114.24036000000001,35.190896
74465.0,-95.040008,35.900074
74345.0,-94.72974,36.603587
37743.0,-82.85446,36.102325
80946.0,-104.562027,38.824690000000004
38468.0,-87.29218,35.135003000000005
91115.0,-118.29866200000001,33.786594
39566.0,-88.63448199999999,30.441072
98666.0,-122.520347,45.801586
43986.0,-80.99193000000001,40.374942
72338.0,-90.17801,35.443275
44102.0,-81.7358,41.473451000000004
94089.0,-122.00838,37.406289
45684.0,-83.29759,38.664532
65069.0,-91.57242,38.748204
29340.0,-81.62496999999999,35.03653
65444.0,-92.07366999999999,37.365975
29494.0,-80.24773,32.727638
67052.0,-97.5739,37.651845
29645.0,-82.13110999999999,34.601310999999995
68180.0,-96.171104,41.291736
68902.0,-98.397248,40.589594
56083.0,-95.13348,44.218379999999996
30364.0,-84.47405,33.844371
72369.0,-90.78022,34.459854
10506.0,-73.62777,41.195778000000004
71068.0,-93.33008000000001,32.304429
40014.0,-85.4584,38.335106
40930.0,-83.73899999999999,36.855044
13312.0,-75.27252,43.689564000000004
12789.0,-74.5698,41.708062
14472.0,-77.5919,42.964593
44878.0,-82.52995,40.949737
95134.0,-121.94461000000001,37.412539
35288.0,-86.92854200000001,33.445808
55953.0,-92.96466,43.519177
29014.0,-81.13542,34.552119
50028.0,-93.14743,41.820644
8051.0,-75.17761,39.785785
74145.0,-95.8847,36.096296
38825.0,-88.46217299999999,33.869763
47882.0,-87.40666999999999,39.090478999999995
39366.0,-88.92200000000001,31.931473999999998
49023.0,-86.715294,42.001551
49267.0,-83.70951,41.757599
11783.0,-73.48959,40.679752
12245.0,-73.970812,42.614852
12861.0,-73.41569,43.745309999999996
69135.0,-100.2201,42.211636
6513.0,-72.8803,41.315796999999996
7030.0,-74.03294,40.744851000000004
71428.0,-93.09795799999999,31.612444
62083.0,-89.19993000000001,39.354673999999996
62421.0,-87.95334,38.755492
64441.0,-94.28975,40.386181
78237.0,-98.56584000000001,29.422583000000003
58705.0,-101.297161,48.234184
60069.0,-87.92716999999999,42.188074
60667.0,-87.68732,41.811929
65446.0,-91.26828,37.817054999999996
92320.0,-117.03766999999999,33.984551
92410.0,-117.2975,34.106965
98326.0,-124.41188000000001,48.181608000000004
3443.0,-72.47163,42.871815000000005
4567.0,-69.85954100000001,43.900856
5752.0,-73.141318,43.225264
5753.0,-73.172,44.006024
6382.0,-72.11459,41.457198
1752.0,-71.54753000000001,42.350909
30552.0,-83.44201,34.763553
31758.0,-83.927785,30.868187
