,eventCompletionTimestamp,eventTimestamp,pickupTimestamp,requestGUID,responseTime,segments.requestExperience,segments.segmentTimestamp,segments.transactionTime,segments.userData.age,segments.userData.ccavg,segments.userData.cd_account,segments.userData.creditcard,segments.userData.education,segments.userData.experience,segments.userData.family,segments.userData.income,segments.userData.mortgage,segments.userData.online,segments.userData.personal_loan,segments.userData.securities_account,segments.userData.zip_code,segments.userData.﻿id,transactionId,transactionName,userExperience
17,2020-02-11T07:46:06-05:00,2020-02-11T07:45:20-05:00,2020-02-11T07:46:06-05:00,cbf3877a-1a2e-4caa-8fca-314f4707eede,20,NORMAL,2020-02-11T07:45:20-05:00,20,34.0,3.0,0.0,0.0,1.0,9.0,2.0,195.0,122.0,1.0,0.0,0.0,90266.0,4982.0,1127926,zip_91107,NORMAL
18,2020-02-11T07:45:36-05:00,2020-02-11T07:45:15-05:00,2020-02-11T07:45:37-05:00,e8def510-ff93-4453-b652-c7e8f0e30bd1,21,NORMAL,2020-02-11T07:45:15-05:00,21,29.0,5.3,1.0,1.0,1.0,5.0,3.0,135.0,0.0,1.0,1.0,0.0,95762.0,4981.0,1127926,zip_91107,NORMAL
19,2020-02-11T07:45:36-05:00,2020-02-11T07:45:10-05:00,2020-02-11T07:45:37-05:00,5a817ebd-0a83-4caa-883f-634e735eb792,20,NORMAL,2020-02-11T07:45:10-05:00,20,50.0,2.6,0.0,1.0,2.0,26.0,1.0,92.0,213.0,0.0,0.0,0.0,90740.0,4980.0,1127926,zip_91107,NORMAL
20,2020-02-11T07:45:36-05:00,2020-02-11T07:45:05-05:00,2020-02-11T07:45:37-05:00,f6467c2e-9655-467d-b9db-b672291bec0c,21,NORMAL,2020-02-11T07:45:05-05:00,21,57.0,2.0,0.0,0.0,3.0,27.0,4.0,63.0,0.0,1.0,0.0,0.0,90210.0,4979.0,1127926,zip_91107,NORMAL
21,2020-02-11T07:45:36-05:00,2020-02-11T07:45:00-05:00,2020-02-11T07:45:36-05:00,88e75751-a13b-4f5e-8c51-79a980dd43bc,21,NORMAL,2020-02-11T07:45:00-05:00,21,40.0,0.8,0.0,0.0,3.0,15.0,3.0,54.0,0.0,1.0,0.0,0.0,90266.0,4978.0,1127926,zip_91107,NORMAL
22,2020-02-11T07:45:36-05:00,2020-02-11T07:44:55-05:00,2020-02-11T07:45:37-05:00,3c5969af-af6b-4ebc-9012-e6aac5584803,20,NORMAL,2020-02-11T07:44:55-05:00,20,29.0,1.8,0.0,1.0,2.0,5.0,1.0,31.0,0.0,1.0,0.0,0.0,95039.0,4977.0,1127926,zip_91107,NORMAL
23,2020-02-11T07:45:36-05:00,2020-02-11T07:44:50-05:00,2020-02-11T07:45:37-05:00,5dc5bf78-718d-4713-b113-8339ecb01ef1,21,NORMAL,2020-02-11T07:44:50-05:00,21,38.0,1.0,0.0,0.0,2.0,11.0,4.0,29.0,0.0,1.0,0.0,0.0,95207.0,4976.0,1127926,zip_91107,NORMAL
24,2020-02-11T07:45:06-05:00,2020-02-11T07:44:45-05:00,2020-02-11T07:45:06-05:00,1f1f741a-7e57-4012-90d3-e467cc2a55da,20,NORMAL,2020-02-11T07:44:45-05:00,20,59.0,1.7,0.0,1.0,2.0,33.0,4.0,64.0,0.0,0.0,0.0,0.0,92867.0,4975.0,1127926,zip_91107,NORMAL
25,2020-02-11T07:45:06-05:00,2020-02-11T07:44:40-05:00,2020-02-11T07:45:07-05:00,a84d48ff-e26c-4f95-bc54-2df11aaae468,21,NORMAL,2020-02-11T07:44:40-05:00,21,31.0,4.0,0.0,0.0,3.0,1.0,4.0,68.0,0.0,1.0,0.0,0.0,95045.0,4974.0,1127926,zip_91107,NORMAL
26,2020-02-11T07:45:06-05:00,2020-02-11T07:44:35-05:00,2020-02-11T07:45:06-05:00,cfc7474f-0e4d-4131-a2b0-c5ece03e5885,20,NORMAL,2020-02-11T07:44:35-05:00,20,58.0,2.2,0.0,1.0,3.0,32.0,3.0,41.0,148.0,1.0,0.0,0.0,93401.0,4973.0,1127926,zip_91107,NORMAL
27,2020-02-11T07:45:06-05:00,2020-02-11T07:44:30-05:00,2020-02-11T07:45:07-05:00,735bd7f4-e43d-4ad6-bea1-b0cf8a970aab,21,NORMAL,2020-02-11T07:44:30-05:00,21,58.0,1.4,0.0,0.0,3.0,28.0,1.0,73.0,0.0,0.0,0.0,1.0,90024.0,4972.0,1127926,zip_91107,NORMAL
28,2020-02-11T07:45:06-05:00,2020-02-11T07:44:25-05:00,2020-02-11T07:45:07-05:00,40f0d15b-3c20-4894-96f2-b38e39314273,20,NORMAL,2020-02-11T07:44:25-05:00,20,37.0,1.7,0.0,1.0,2.0,13.0,2.0,95.0,0.0,0.0,0.0,0.0,95821.0,4971.0,1127926,zip_91107,NORMAL
29,2020-02-11T07:45:06-05:00,2020-02-11T07:44:20-05:00,2020-02-11T07:45:07-05:00,34426f41-c5e5-4c71-83fd-f5f74f610520,20,NORMAL,2020-02-11T07:44:20-05:00,20,45.0,0.4,0.0,0.0,3.0,19.0,2.0,60.0,250.0,1.0,0.0,0.0,94143.0,4970.0,1127926,zip_91107,NORMAL
30,2020-02-11T07:44:36-05:00,2020-02-11T07:44:15-05:00,2020-02-11T07:44:36-05:00,e5314952-ec72-4b80-9b3e-6412cb7cc180,20,NORMAL,2020-02-11T07:44:15-05:00,20,58.0,2.5,0.0,1.0,1.0,32.0,4.0,41.0,0.0,1.0,0.0,0.0,93022.0,4969.0,1127926,zip_91107,NORMAL
31,2020-02-11T07:44:36-05:00,2020-02-11T07:44:10-05:00,2020-02-11T07:44:36-05:00,7e379f95-9e1f-4b6d-9e61-3b44de2b9b03,20,NORMAL,2020-02-11T07:44:10-05:00,20,41.0,0.1,0.0,0.0,2.0,16.0,1.0,69.0,0.0,1.0,0.0,0.0,92697.0,4968.0,1127926,zip_91107,NORMAL
32,2020-02-11T07:44:36-05:00,2020-02-11T07:44:05-05:00,2020-02-11T07:44:36-05:00,d03d3d1d-3bed-4e72-a756-10f52b856c09,21,NORMAL,2020-02-11T07:44:05-05:00,21,41.0,0.7,0.0,0.0,1.0,17.0,1.0,34.0,143.0,0.0,0.0,0.0,91361.0,4967.0,1127926,zip_91107,NORMAL
33,2020-02-11T07:44:36-05:00,2020-02-11T07:44:00-05:00,2020-02-11T07:44:37-05:00,69e51b92-28f7-4d57-9284-7a6b178f6b5b,20,NORMAL,2020-02-11T07:44:00-05:00,20,29.0,1.8,0.0,0.0,2.0,5.0,1.0,33.0,78.0,1.0,0.0,0.0,94709.0,4966.0,1127926,zip_91107,NORMAL
34,2020-02-11T07:44:36-05:00,2020-02-11T07:43:55-05:00,2020-02-11T07:44:37-05:00,b1f789c1-3886-443e-a6f4-fe73f1f74f75,20,NORMAL,2020-02-11T07:43:55-05:00,20,53.0,4.9,0.0,0.0,1.0,27.0,1.0,110.0,0.0,1.0,0.0,0.0,90245.0,4965.0,1127926,zip_91107,NORMAL
35,2020-02-11T07:44:36-05:00,2020-02-11T07:43:50-05:00,2020-02-11T07:44:37-05:00,f299c370-5720-4472-ae60-4c92bacc1644,21,NORMAL,2020-02-11T07:43:50-05:00,21,32.0,4.5,0.0,0.0,3.0,6.0,2.0,98.0,306.0,0.0,0.0,0.0,95054.0,4964.0,1127926,zip_91107,NORMAL
36,2020-02-11T07:44:06-05:00,2020-02-11T07:43:45-05:00,2020-02-11T07:44:06-05:00,29ae7950-1074-4842-9c8b-efba7169c90c,21,NORMAL,2020-02-11T07:43:45-05:00,21,46.0,3.0,1.0,1.0,3.0,20.0,3.0,122.0,0.0,1.0,1.0,0.0,90065.0,4963.0,1127926,zip_91107,NORMAL
37,2020-02-11T07:44:06-05:00,2020-02-11T07:43:40-05:00,2020-02-11T07:44:07-05:00,a9a207d8-5d5e-4a9b-b3b0-92e1684d00b3,20,NORMAL,2020-02-11T07:43:40-05:00,20,39.0,1.2,0.0,1.0,3.0,14.0,3.0,108.0,0.0,1.0,0.0,0.0,91401.0,4962.0,1127926,zip_91107,NORMAL
38,2020-02-11T07:44:06-05:00,2020-02-11T07:43:35-05:00,2020-02-11T07:44:06-05:00,7542e099-b412-49ac-bd1e-4c08007a1f19,20,NORMAL,2020-02-11T07:43:35-05:00,20,58.0,3.0,0.0,0.0,3.0,28.0,1.0,81.0,0.0,1.0,0.0,0.0,91604.0,4961.0,1127926,zip_91107,NORMAL
39,2020-02-11T07:44:06-05:00,2020-02-11T07:43:30-05:00,2020-02-11T07:44:07-05:00,949f32d1-1bcf-4b35-92b3-7da9186cdb78,20,NORMAL,2020-02-11T07:43:30-05:00,20,51.0,1.6,0.0,0.0,2.0,27.0,1.0,55.0,197.0,1.0,0.0,1.0,93014.0,4960.0,1127926,zip_91107,NORMAL
40,2020-02-11T07:44:06-05:00,2020-02-11T07:43:25-05:00,2020-02-11T07:44:07-05:00,1b305c11-a737-4f4b-966d-690068c2a7f1,20,NORMAL,2020-02-11T07:43:25-05:00,20,50.0,0.9,0.0,0.0,3.0,26.0,1.0,19.0,0.0,0.0,0.0,0.0,90095.0,4959.0,1127926,zip_91107,NORMAL
41,2020-02-11T07:44:06-05:00,2020-02-11T07:43:20-05:00,2020-02-11T07:44:07-05:00,6fcfca8d-2310-4b56-a91d-5fc9ebfdac34,51,NORMAL,2020-02-11T07:43:20-05:00,51,29.0,1.75,0.0,1.0,3.0,-1.0,2.0,50.0,0.0,0.0,0.0,0.0,95842.0,4958.0,1127926,zip_91107,NORMAL
42,2020-02-11T07:43:36-05:00,2020-02-11T07:43:15-05:00,2020-02-11T07:43:37-05:00,c36b1d7a-e584-4923-8857-db2f7ea6fda9,20,NORMAL,2020-02-11T07:43:15-05:00,20,39.0,0.2,0.0,1.0,3.0,13.0,4.0,59.0,0.0,0.0,0.0,1.0,94109.0,4957.0,1127926,zip_91107,NORMAL
43,2020-02-11T07:43:36-05:00,2020-02-11T07:43:10-05:00,2020-02-11T07:43:36-05:00,45ce2f60-968a-487e-ae31-2360ff694721,21,NORMAL,2020-02-11T07:43:10-05:00,21,63.0,0.7,0.0,1.0,3.0,37.0,2.0,39.0,0.0,1.0,0.0,0.0,91207.0,4956.0,1127926,zip_91107,NORMAL
44,2020-02-11T07:43:36-05:00,2020-02-11T07:43:05-05:00,2020-02-11T07:43:37-05:00,393d740e-ed6d-4a33-8e3e-ce0551fb106c,21,NORMAL,2020-02-11T07:43:05-05:00,21,45.0,1.5,0.0,1.0,1.0,19.0,3.0,22.0,0.0,1.0,0.0,0.0,94904.0,4955.0,1127926,zip_91107,NORMAL
45,2020-02-11T07:43:36-05:00,2020-02-11T07:43:00-05:00,2020-02-11T07:43:36-05:00,e677e461-f218-4804-967a-6c0be3e53da7,20,NORMAL,2020-02-11T07:43:00-05:00,20,47.0,1.5,0.0,0.0,1.0,21.0,3.0,32.0,75.0,1.0,0.0,0.0,95051.0,4954.0,1127926,zip_91107,NORMAL
46,2020-02-11T07:43:36-05:00,2020-02-11T07:42:55-05:00,2020-02-11T07:43:37-05:00,f4fed17c-7978-4ddd-a528-5b74c29634e5,21,NORMAL,2020-02-11T07:42:55-05:00,21,29.0,1.8,0.0,0.0,3.0,3.0,4.0,53.0,0.0,1.0,0.0,0.0,94005.0,4953.0,1127926,zip_91107,NORMAL
47,2020-02-11T07:43:36-05:00,2020-02-11T07:42:50-05:00,2020-02-11T07:43:37-05:00,a4364a7d-2e68-4a42-a2f9-7c97125283d3,21,NORMAL,2020-02-11T07:42:50-05:00,21,53.0,2.2,0.0,1.0,3.0,27.0,1.0,65.0,0.0,1.0,0.0,0.0,92124.0,4952.0,1127926,zip_91107,NORMAL
48,2020-02-11T07:43:06-05:00,2020-02-11T07:42:45-05:00,2020-02-11T07:43:07-05:00,505f1ab4-d7ea-4b32-af5b-03882ebedddd,20,NORMAL,2020-02-11T07:42:45-05:00,20,47.0,1.0,0.0,1.0,1.0,23.0,1.0,19.0,0.0,0.0,0.0,0.0,90089.0,4951.0,1127926,zip_91107,NORMAL
49,2020-02-11T07:43:06-05:00,2020-02-11T07:42:40-05:00,2020-02-11T07:43:07-05:00,c158c4a6-e24c-46ce-9245-05d707ab390c,21,NORMAL,2020-02-11T07:42:40-05:00,21,29.0,0.0,0.0,1.0,1.0,5.0,4.0,64.0,249.0,0.0,0.0,0.0,94114.0,4950.0,1127926,zip_91107,NORMAL
50,2020-02-11T07:43:06-05:00,2020-02-11T07:42:35-05:00,2020-02-11T07:43:07-05:00,64a7c895-f5eb-40d5-b8c2-29c79d46302d,21,NORMAL,2020-02-11T07:42:35-05:00,21,44.0,0.7,0.0,1.0,1.0,20.0,1.0,43.0,0.0,0.0,0.0,0.0,95032.0,4949.0,1127926,zip_91107,NORMAL
51,2020-02-11T07:43:06-05:00,2020-02-11T07:42:30-05:00,2020-02-11T07:43:07-05:00,f3c30433-ca35-4d79-88ee-468f7b670ec3,20,NORMAL,2020-02-11T07:42:30-05:00,20,39.0,0.3,0.0,1.0,1.0,13.0,2.0,41.0,108.0,1.0,0.0,0.0,95064.0,4948.0,1127926,zip_91107,NORMAL
52,2020-02-11T07:43:06-05:00,2020-02-11T07:42:25-05:00,2020-02-11T07:43:07-05:00,1ff73af3-ed58-4465-bb4a-7601e05b922b,20,NORMAL,2020-02-11T07:42:25-05:00,20,51.0,1.3,0.0,0.0,2.0,26.0,1.0,42.0,0.0,1.0,0.0,0.0,93118.0,4947.0,1127926,zip_91107,NORMAL
53,2020-02-11T07:43:06-05:00,2020-02-11T07:42:20-05:00,2020-02-11T07:43:07-05:00,398c6b26-09d9-478e-bd4d-5421406915ae,20,NORMAL,2020-02-11T07:42:20-05:00,20,42.0,1.7,0.0,1.0,1.0,18.0,2.0,49.0,106.0,0.0,0.0,0.0,95351.0,4946.0,1127926,zip_91107,NORMAL
54,2020-02-11T07:42:36-05:00,2020-02-11T07:42:15-05:00,2020-02-11T07:42:37-05:00,f68a6bc2-380b-4b8b-ba77-a5fbbb984eda,20,NORMAL,2020-02-11T07:42:15-05:00,20,49.0,1.7,0.0,0.0,2.0,24.0,3.0,33.0,0.0,1.0,0.0,0.0,92093.0,4945.0,1127926,zip_91107,NORMAL
55,2020-02-11T07:42:36-05:00,2020-02-11T07:42:10-05:00,2020-02-11T07:42:37-05:00,44dab2a1-97f9-4463-8d0a-dcfabcadda07,20,NORMAL,2020-02-11T07:42:10-05:00,20,26.0,0.1,0.0,0.0,2.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,96003.0,4944.0,1127926,zip_91107,NORMAL
56,2020-02-11T07:42:36-05:00,2020-02-11T07:42:05-05:00,2020-02-11T07:42:37-05:00,5c7f11c3-08a6-4435-83fd-34055c338308,21,NORMAL,2020-02-11T07:42:05-05:00,21,52.0,2.4,1.0,1.0,1.0,26.0,1.0,109.0,308.0,1.0,0.0,0.0,94710.0,4943.0,1127926,zip_91107,NORMAL
57,2020-02-11T07:42:36-05:00,2020-02-11T07:42:00-05:00,2020-02-11T07:42:36-05:00,0651d94a-c37a-43c5-bd8c-f7f98e77be3e,20,NORMAL,2020-02-11T07:42:00-05:00,20,28.0,1.6,0.0,0.0,2.0,4.0,2.0,112.0,0.0,1.0,1.0,0.0,90049.0,4942.0,1127926,zip_91107,NORMAL
58,2020-02-11T07:42:36-05:00,2020-02-11T07:41:55-05:00,2020-02-11T07:42:36-05:00,eb8e54b5-8782-4853-bd28-265e6fe4c6ab,21,NORMAL,2020-02-11T07:41:55-05:00,21,46.0,0.5,0.0,0.0,1.0,22.0,3.0,19.0,0.0,1.0,0.0,0.0,92870.0,4941.0,1127926,zip_91107,NORMAL
59,2020-02-11T07:42:36-05:00,2020-02-11T07:41:50-05:00,2020-02-11T07:42:37-05:00,c5d1e665-1627-4adc-8544-160d32825e19,21,NORMAL,2020-02-11T07:41:50-05:00,21,54.0,2.0,0.0,1.0,2.0,29.0,3.0,70.0,116.0,1.0,0.0,0.0,92093.0,4940.0,1127926,zip_91107,NORMAL
60,2020-02-11T07:42:06-05:00,2020-02-11T07:41:45-05:00,2020-02-11T07:42:07-05:00,ea6f24eb-f2af-4122-9a90-de4bde78d8db,20,NORMAL,2020-02-11T07:41:45-05:00,20,61.0,1.7,0.0,0.0,3.0,35.0,4.0,80.0,0.0,1.0,0.0,0.0,95973.0,4939.0,1127926,zip_91107,NORMAL
61,2020-02-11T07:42:06-05:00,2020-02-11T07:41:40-05:00,2020-02-11T07:42:07-05:00,dab0b4c6-5c44-451d-a4ff-5bba45b3d944,21,NORMAL,2020-02-11T07:41:40-05:00,21,33.0,8.6,1.0,1.0,1.0,8.0,1.0,162.0,0.0,1.0,0.0,0.0,94960.0,4938.0,1127926,zip_91107,NORMAL
62,2020-02-11T07:42:06-05:00,2020-02-11T07:41:35-05:00,2020-02-11T07:42:07-05:00,9aec3a52-ec35-41f9-8646-4e9e30df1bdc,21,NORMAL,2020-02-11T07:41:35-05:00,21,45.0,0.5,0.0,0.0,3.0,20.0,3.0,94.0,0.0,0.0,0.0,0.0,92009.0,4937.0,1127926,zip_91107,NORMAL
63,2020-02-11T07:42:06-05:00,2020-02-11T07:41:30-05:00,2020-02-11T07:42:06-05:00,17176064-b202-4c94-8252-21ade22648a3,21,NORMAL,2020-02-11T07:41:30-05:00,21,59.0,1.4,0.0,0.0,1.0,33.0,2.0,81.0,0.0,1.0,0.0,0.0,94022.0,4936.0,1127926,zip_91107,NORMAL
64,2020-02-11T07:42:06-05:00,2020-02-11T07:41:25-05:00,2020-02-11T07:42:06-05:00,8d730400-fc8c-440c-b1d5-8575c1eb1fac,20,NORMAL,2020-02-11T07:41:25-05:00,20,26.0,1.6,0.0,1.0,3.0,0.0,2.0,85.0,0.0,1.0,0.0,0.0,93950.0,4935.0,1127926,zip_91107,NORMAL
65,2020-02-11T07:42:06-05:00,2020-02-11T07:41:20-05:00,2020-02-11T07:42:07-05:00,864f0ef5-e0ff-42fb-9a01-fa174fec94a8,21,NORMAL,2020-02-11T07:41:20-05:00,21,47.0,4.7,0.0,1.0,1.0,23.0,1.0,94.0,0.0,1.0,0.0,0.0,92029.0,4934.0,1127926,zip_91107,NORMAL
66,2020-02-11T07:41:36-05:00,2020-02-11T07:41:17-05:00,2020-02-11T07:41:37-05:00,48e4924e-4314-4665-939f-f7b69bd5dbc4,2000,VERY_SLOW,2020-02-11T07:41:17-05:00,2000,59.0,4.3,0.0,0.0,1.0,35.0,1.0,111.0,0.0,1.0,0.0,0.0,91107.0,4933.0,1127926,zip_91107,VERY_SLOW
67,2020-02-11T07:41:36-05:00,2020-02-11T07:41:10-05:00,2020-02-11T07:41:37-05:00,99437e22-2147-428b-8239-618bf03cebf0,20,NORMAL,2020-02-11T07:41:10-05:00,20,57.0,1.4,0.0,0.0,3.0,27.0,1.0,55.0,0.0,1.0,0.0,0.0,95616.0,4932.0,1127926,zip_91107,NORMAL
68,2020-02-11T07:41:36-05:00,2020-02-11T07:41:05-05:00,2020-02-11T07:41:37-05:00,456b5859-5a3c-41ad-8e4a-53f6cca35b93,20,NORMAL,2020-02-11T07:41:05-05:00,20,63.0,1.8,0.0,0.0,2.0,38.0,3.0,110.0,109.0,1.0,0.0,0.0,90095.0,4931.0,1127926,zip_91107,NORMAL
69,2020-02-11T07:41:36-05:00,2020-02-11T07:41:00-05:00,2020-02-11T07:41:36-05:00,cdd85a62-246a-42d5-b003-2255e17d9f2c,20,NORMAL,2020-02-11T07:41:00-05:00,20,62.0,0.3,0.0,0.0,1.0,36.0,2.0,39.0,0.0,1.0,0.0,0.0,92028.0,4930.0,1127926,zip_91107,NORMAL
70,2020-02-11T07:41:36-05:00,2020-02-11T07:40:55-05:00,2020-02-11T07:41:37-05:00,4ef10b5e-21b5-43d2-987b-9f1165cad12d,20,NORMAL,2020-02-11T07:40:55-05:00,20,57.0,1.2,0.0,0.0,3.0,33.0,1.0,28.0,98.0,1.0,0.0,0.0,90245.0,4929.0,1127926,zip_91107,NORMAL
71,2020-02-11T07:41:36-05:00,2020-02-11T07:40:50-05:00,2020-02-11T07:41:36-05:00,8c4c9be7-551a-4173-8c74-0ffdb857bd98,21,NORMAL,2020-02-11T07:40:50-05:00,21,43.0,0.7,1.0,1.0,2.0,19.0,1.0,121.0,0.0,1.0,1.0,0.0,94720.0,4928.0,1127926,zip_91107,NORMAL
72,2020-02-11T07:41:06-05:00,2020-02-11T07:40:45-05:00,2020-02-11T07:41:07-05:00,7e4103d2-b79b-4293-8af2-a707831031d3,20,NORMAL,2020-02-11T07:40:45-05:00,20,37.0,1.7,0.0,1.0,2.0,13.0,2.0,83.0,0.0,0.0,0.0,0.0,92220.0,4927.0,1127926,zip_91107,NORMAL
73,2020-02-11T07:41:06-05:00,2020-02-11T07:40:40-05:00,2020-02-11T07:41:07-05:00,efe6cb1b-7b8e-41f8-bf5a-90ca8d327686,20,NORMAL,2020-02-11T07:40:40-05:00,20,64.0,3.4,0.0,0.0,2.0,39.0,4.0,82.0,0.0,1.0,0.0,0.0,94025.0,4926.0,1127926,zip_91107,NORMAL
